bank,bank_level,bank_code,detail,type,type_id,atm,branch,office,address,dia_chi_cu_the,ward_id,outlet,ward,ward_pop,district,district_id,ward_level,district_level,formatted_address,latitude,longitude,cluster_name,cluster_id,cluster_desc
Indovina,Small,48,Noi Bai,Chi nhanh,branch,0,1,0,"Chi nhanh Indovina-Noi Bai, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 88 Hai Bà Trưng, Quận Hoàn Kiếm, Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"88 Hai Bà Trưng, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0269683,105.8440844,Group 2,2,"Population ages are uniformly distributed, low number of households"
Sacombank,Big,29,Nam Dong,Chi nhanh,branch,0,1,0,"Chi nhanh Sacombank-Nam Dong, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam",88 Lý Thường Kiệt - phường Cửa Nam - quận Hoàn Kiếm - Tp.Hà Nội,73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"88 Lý Thường Kiệt, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0259347,105.8423446,Group 2,2,"Population ages are uniformly distributed, low number of households"
HDBANK,Medium,15,Nguyen Thi Dinh,Chi nhanh,branch,0,1,0,"Chi nhanh HD Bank-Nguyen Thi Dinh, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","98B Trần Hưng Đạo, P. Cửa Nam, Q. Hoàn Kiếm",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"12 Phố Nguyễn Thị Định, Nhân Chính, Thanh Xuân, Hà Nội, Vietnam",21.0069463,105.8057661,Group 2,2,"Population ages are uniformly distributed, low number of households"
LienVietPostBank,Small,19,Tu Liem,Chi nhanh,branch,0,1,0,"Chi nhanh Lien Viet Post Bank-Tu Liem, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Tầng 2 tòa nhà Capital Tower, số 109 Trần Hưng Đạo, phường Cửa Nam, quận Hoàn Kiếm, TP. Hà Nội.",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"Tòa nhà Thaiholdings Tower, 210 Đường Trần Quang Khải, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0237582,105.8420081,Group 2,2,"Population ages are uniformly distributed, low number of households"
Maritime Bank,Big,20,,Chi nhanh,branch,0,1,0,"Chi nhanh Maritime Bank-, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 71 Hai Bà Trưng, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"71 Hai Bà Trưng, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0270736,105.8426675,Group 2,2,"Population ages are uniformly distributed, low number of households"
Maritime Bank,Big,20,Ha Thanh ATM,Chi nhanh,branch,0,1,0,"Chi nhanh Maritime Bank-Ha Thanh ATM, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 115 Trần Hưng Đạo, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"Số 71 Hai Bà Trưng, Cửa Nam, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0270758,105.8426593,Group 2,2,"Population ages are uniformly distributed, low number of households"
Agribank,Big,3,Cho Mo,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Cho Mo, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 79 Lê Duẩn, Phường Cửa Nam, Quận Hoàn Kiếm, Thành phố Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"126 Hai Bà Trưng, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.02782,105.8426,Group 2,2,"Population ages are uniformly distributed, low number of households"
Agribank,Big,3,Ngan hang Nong nghiep va Phat trien nong thon Viet Nam - Chi nhanh Thu Do - Phong giao dich Hai Ba Trung,Phong giao dich,office,0,0,1,"Phong giao dich Agribank-Ngan hang Nong nghiep va Phat trien nong thon Viet Nam - Chi nhanh Thu Do - Phong giao dich Hai Ba Trung, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","126 Hai Bà Trưng, Phường Cửa Nam, Quận Hoàn Kiếm, Thành phố Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"38 Bà Triệu, Tràng Tiền, Hoàn Kiếm, Hà Nội, Vietnam",21.0237173,105.8506498,Group 2,2,"Population ages are uniformly distributed, low number of households"
DongA Bank,Small,12,Ngan hang TMCP Dong A - PGD Ho Guom,Phong giao dich,office,0,0,1,"Phong giao dich DongA Bank-Ngan hang TMCP Dong A - PGD Ho Guom, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","98 Hai Bà Trưng, Phường Cửa Nam, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"98B Hai Bà Trưng, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0271862,105.843012,Group 2,2,"Population ages are uniformly distributed, low number of households"
Vietinbank,Big,45,PGD 108 Tran Hung Dao. ,Phong giao dich,office,0,0,1,"Phong giao dich VIETIN Bank-PGD 108 Tran Hung Dao. , Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","108 Trần Hưng Đạo, TP. Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"108 Trần Hưng Đạo, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242109,105.8419793,Group 2,2,"Population ages are uniformly distributed, low number of households"
BIDV,Big,8,PGD 55 Cua Nam,Phong giao dich,office,0,0,1,"Phong giao dich BIDV-PGD 55 Cua Nam, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","55B Cửa Nam,Phường Cửa Nam,Quận Hoàn Kiếm, Thành phố Hà Nội,Thành phố Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"55B Cửa Nam, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0276319,105.8425852,Group 2,2,"Population ages are uniformly distributed, low number of households"
Vietinbank,Big,45,PGD 94B Tran Hung Dao. ,Phong giao dich,office,0,0,1,"Phong giao dich VIETIN Bank-PGD 94B Tran Hung Dao. , Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","94 B Trần Hưng Đạo, TP. Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"94 Trần Hưng Đạo, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0236234,105.8436316,Group 2,2,"Population ages are uniformly distributed, low number of households"
ABBank,Medium,1,PGD Cua Nam,Phong giao dich,office,0,0,1,"Phong giao dich ABBank-PGD Cua Nam, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 28 Cửa Nam, Phường Cửa Nam, Quận Hoàn Kiếm, Thành phố Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"279 Đội Cấn, Ngọc Hồ, Ba Đình, Hà Nội, Vietnam",21.0353765,105.8204872,Group 2,2,"Population ages are uniformly distributed, low number of households"
BIDV,Big,8,PGD Cua Nam,Phong giao dich,office,0,0,1,"Phong giao dich BIDV-PGD Cua Nam, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 80 Hai Bà Trưng,Phường Cửa Nam,Quận Hoàn Kiếm, Thành phố Hà Nội,Thành phố Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"55B Cửa Nam, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0276319,105.8425852,Group 2,2,"Population ages are uniformly distributed, low number of households"
Sacombank,Big,29,PGD Cua Nam,Phong giao dich,office,0,0,1,"Phong giao dich Sacombank-PGD Cua Nam, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","37 Đường Lê Duẫn, Phường Cửa Nam, Quận Hoàn Kiếm- Tp.Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"88 Lý Thường Kiệt, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0259347,105.8423446,Group 2,2,"Population ages are uniformly distributed, low number of households"
Eximbank,Medium,13,PGD hoang kiem,Phong giao dich,office,0,0,1,"Phong giao dich Eximbank-PGD hoang kiem, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","113-115 Lê Duẩn, P.Cửa Nam, Q.Hoàn Kiếm, Tp.Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"10 Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.027848,105.84232,Group 2,2,"Population ages are uniformly distributed, low number of households"
BIDV,Big,8,PGD Le Duan,Phong giao dich,office,0,0,1,"Phong giao dich BIDV-PGD Le Duan, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 141 Lê Duẩn,Phường Cửa Nam,Quận Hoàn Kiếm, Thành phố Hà Nội,Thành phố Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"55B Cửa Nam, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0276319,105.8425852,Group 2,2,"Population ages are uniformly distributed, low number of households"
BIDV,Big,8,PGD Phan Boi Chau,Phong giao dich,office,0,0,1,"Phong giao dich BIDV-PGD Phan Boi Chau, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 40 Phan Bội Châu,Phường Cửa Nam,Quận Hoàn Kiếm, Thành phố Hà Nội,Thành phố Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"Số 40 Phan Bội Châu, Cửa Nam, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.02432,105.8429,Group 2,2,"Population ages are uniformly distributed, low number of households"
SCB,Big,31,PGD TRAN HUNG DAO,Phong giao dich,office,0,0,1,"Phong giao dich SCB-PGD TRAN HUNG DAO, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Tầng 1 khu A, tòa nhà số 141 Lê Duẩn, Phường Cửa Nam, Quận Hoàn Kiếm, Thành Phố Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"92E Lý Thường Kiệt, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0216608,105.8564348,Group 2,2,"Population ages are uniformly distributed, low number of households"
BacABank,Small,5,Phong Giao dich Tue Tinh ,Phong giao dich,office,0,0,1,"Phong giao dich BAC A BANK-Phong Giao dich Tue Tinh , Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","43 Tuệ Tĩnh, Quận Hai Bà Trưng, Thành phố Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"43, Phố Tuệ Tĩnh, Bùi Thị Xuân, Hai Bà Trưng, Hà Nội, Vietnam",21.0150829,105.8497756,Group 2,2,"Population ages are uniformly distributed, low number of households"
Pvcom Bank,Small,28,PVcomBank Hang Bong,Chi nhanh,branch,0,1,0,"Chi nhanh PVcomBank-PVcomBank Hang Bong, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 248 Hàng Bông, phường Cửa Nam, quận Hoàn Kiếm, Tp. Hà Nội ",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"Số 248 Hàng Bông, Cửa Nam, Hoàn Kiếm, Hà Nội 11018, Vietnam",21.0281165,105.8427277,Group 2,2,"Population ages are uniformly distributed, low number of households"
Techcombank,Big,36,Techcombank Cua Nam,Chi nhanh,branch,0,1,0,"Chi nhanh Techcombank-Techcombank Cua Nam, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","67 phố Cửa Nam,Phường Cửa Nam, Hoàn Kiếm, Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"95 Lý Nam Đế, Cửa Đông, Hoàn Kiếm, Hà Nội, Vietnam",21.030495,105.8441008,Group 2,2,"Population ages are uniformly distributed, low number of households"
Techcombank,Big,36,Techcombank Hoan Kiem,Chi nhanh,branch,0,1,0,"Chi nhanh Techcombank-Techcombank Hoan Kiem, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","97 Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"32 Hàng Da, Hàng Bông, Hoàn Kiếm, Hà Nội, Vietnam",21.030672,105.846617,Group 2,2,"Population ages are uniformly distributed, low number of households"
GP bank,Small,14,Tran Hung Dao,Phong giao dich,office,0,0,1,"Phong giao dich GPBank-Tran Hung Dao, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","109 Trần Hưng Đạo, p. Cửa Nam, q. Hoàn Kiếm, HN",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan,"109 Trần Hưng Đạo, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0235125,105.8420438,Group 2,2,"Population ages are uniformly distributed, low number of households"
Agribank,Big,3,,ATM,atm,1,0,0,"ATM Agribank, 126 Hai Ba Trung, Hai Ba Trung, Ha Noi, Viet Nam","126 Hai Ba Trung, Hai Ba Trung, Ha Noi",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"126 Hai Bà Trưng, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.02782,105.8426,Group 2,2,"Population ages are uniformly distributed, low number of households"
Maritime Bank,Big,20,ATM 71 Hai Ba Trung,ATM,atm,1,0,0,"ATM Maritime Bank-ATM 71 Hai Ba Trung, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Maritime Bank Hà Nội, số 71 Hai Bà Trưng, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội, 24/7",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"71 Hai Bà Trưng, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0270752,105.8426613,Group 2,2,"Population ages are uniformly distributed, low number of households"
Vietcombank,Big,44,VCBC 109 Tran Hung Dao,ATM,atm,1,0,0,"ATM Vietcombank-VCBC 109 Tran Hung Dao, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","109 Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"Một phần diện tích tại Tòa nhà Capital, Capital Tower, Trần Hưng Đạo, Nội thành, Hoàn Kiếm, Hà Nội, Vietnam",21.0235209,105.8420354,Group 2,2,"Population ages are uniformly distributed, low number of households"
Pgbank,Small,26,ATM An Duong,ATM,atm,1,0,0,"ATM Pgbank-ATM An Duong, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","5 An Dương, Ba Đình",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"12 Đường Thành, Cửa Đông, Hoàn Kiếm, Hà Nội, Vietnam",21.0326325,105.8463143,Group 2,2,"Population ages are uniformly distributed, low number of households"
VIB,Medium,41,ATM497,ATM,atm,1,0,0,"ATM VIB-ATM497, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Nhà thuốc Hapharco, số 5 Cửa Nam, Phường Cửa Nam, Quận Hoàn Kiếm, Thành phố Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"Nhà thuốc Hapharco, số 5 Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.027969,105.844027,Group 2,2,"Population ages are uniformly distributed, low number of households"
Pvcom Bank,Small,28,ATM Hang Bong,ATM,atm,1,0,0,"ATM Pvcom Bank-ATM Hang Bong, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","248 Hàng Bông, phường Cửa Nam, quận Hoàn Kiếm, Tp. Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"Số 248 Hàng Bông, Cửa Nam, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.027973,105.842737,Group 2,2,"Population ages are uniformly distributed, low number of households"
Sacombank,Big,29,ATM 1242-CN Thu Do,ATM,atm,1,0,0,"ATM Sacombank-ATM 1242-CN Thu Do, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","88 Lý Thường Kiệt, Hoàn Kiếm, Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"88 Lý Thường Kiệt, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0259347,105.8423446,Group 2,2,"Population ages are uniformly distributed, low number of households"
Sacombank,Big,29,ATM 1019-CN Thu Do,ATM,atm,1,0,0,"ATM Sacombank-ATM 1019-CN Thu Do, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","88 Lý Thường Kiệt, Hoàn Kiếm, Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"88 Lý Thường Kiệt, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0259347,105.8423446,Group 2,2,"Population ages are uniformly distributed, low number of households"
Sea Bank,Medium,32,ATM Ks Mercure,ATM,atm,1,0,0,"ATM Sea Bank-ATM Ks Mercure, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","94 Lý Thường Kiệt, Hoàn Kiếm, HN",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"54 Hai Bà Trưng, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0258957,105.8483947,Group 2,2,"Population ages are uniformly distributed, low number of households"
Techcombank,Big,36,Techcombank Cua Nam,ATM,atm,1,0,0,"ATM Techcombank-Techcombank Cua Nam, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","67 phố Cửa Nam, phường Cửa Nam, Hoàn Kiếm, Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"95 Lý Nam Đế, Cửa Đông, Hoàn Kiếm, Hà Nội, Vietnam",21.030495,105.8441008,Group 2,2,"Population ages are uniformly distributed, low number of households"
Techcombank,Big,36,Techcombank Hoan Kiem,ATM,atm,1,0,0,"ATM Techcombank-Techcombank Hoan Kiem, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","97 Trần Hưng Đạo, Hoàn Kiếm, Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"97 Trần Hưng Đạo, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0235481,105.8431957,Group 2,2,"Population ages are uniformly distributed, low number of households"
SCB,Big,31,PGD TRAN HUNG DAO,ATM,atm,1,0,0,"ATM SCB-PGD TRAN HUNG DAO, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Tầng 1 khu A, tòa nhà số 141 Lê Duẩn, Phường Cửa Nam, Quận Hoàn Kiếm, Thành Phố Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"92E Lý Thường Kiệt, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0216608,105.8564348,Group 2,2,"Population ages are uniformly distributed, low number of households"
Vietinbank,Big,45,CN Ba Dinh,ATM,atm,1,0,0,"ATM Vietinbank-CN Ba Dinh, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam",TTTM chợ Cửa Nam số 34 Cửa Nam,73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"34, Hồ Hoàn Kiếm, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0279082,105.8416542,Group 2,2,"Population ages are uniformly distributed, low number of households"
Vietinbank,Big,45,CN TP Ha Noi,ATM,atm,1,0,0,"ATM Vietinbank- sanh A Ga Hnoi, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam",Sảnh A Ga Hà Nội 120 Lê Duẩn,73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"34, Phố Cửa Nam, Phường Cửa Nam, Quận Hoàn Kiếm, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.027707,105.841759,Group 2,2,"Population ages are uniformly distributed, low number of households"
Vietinbank,Big,45,CN TP Ha Noi,ATM,atm,1,0,0,"ATM Vietinbank- 108 Tran Hung Dao, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam",PGD108 THĐ 108 Trần Hưng Đạo,73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"108 Trần Hưng Đạo, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0242528,105.8419616,Group 2,2,"Population ages are uniformly distributed, low number of households"
Vietinbank,Big,45,CN TP Ha Noi,ATM,atm,1,0,0,"ATM Vietinbank- 112 Le Duan, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam",Cục cảnh sát giao thông - 112 Lê Duẩn,73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"34, Phố Cửa Nam, Phường Cửa Nam, Quận Hoàn Kiếm, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.027707,105.841759,Group 2,2,"Population ages are uniformly distributed, low number of households"
HDBANK,Medium,15,PGD Tran Hung Dao,ATM,atm,1,0,0,"ATM HDBANK-PGD Tran Hung Dao, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","98B Trần Hưng Đạo, Phường Cửa Nam, Quận Hoàn Kiếm, TP Hà Nội ",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"32, Phố Trần Hưng Đạo, Phường Phan Chu Trinh, Quận Hoàn Kiếm, Phan Chu Trinh, Hoàn Kiếm, Hà Nội, Vietnam",21.0204901,105.8544289,Group 2,2,"Population ages are uniformly distributed, low number of households"
Indovina,Small,48,Chi Nhanh Ha Noi,ATM,atm,1,0,0,"ATM Indovina-Chi Nhanh Ha Noi, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 88 Hai Bà Trưng, Quận Hoàn Kiếm, Hà Nội",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"88 Hai Bà Trưng, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0269683,105.8440844,Group 2,2,"Population ages are uniformly distributed, low number of households"
VPBank,Big,46,Phong CSGT Duong Bo Duong Sat ATM,ATM,atm,1,0,0,"ATM VPBank-Phong CSGT Duong Bo Duong Sat ATM, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","86 Lý Thường Kiệt, phường Cửa Nam, quận Hoàn Kiếm, HN",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"PHONG CSGT DUONG BO DUONG SAT, 86 Lý Thường Kiệt, Cửa Nam, Hoàn Kiếm, Hà Nội, Vietnam",21.0259384,105.8425913,Group 2,2,"Population ages are uniformly distributed, low number of households"
BIDV,Big,8,42T Minh Khai,ATM,atm,1,0,0,"ATM BIDV-42T Minh Khai, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam"," Số 242T Minh Khai,Phường Cửa Nam,Quận Hoàn Kiếm, Thành phố Hà Nội,Thành phố Hà Nội ",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"55B Cửa Nam, Hoàn Kiếm, Hà Nội 100000, Vietnam",21.0276319,105.8425852,Group 2,2,"Population ages are uniformly distributed, low number of households"
DongA Bank,Small,12,DongA Bank - PGD Ho Guom,ATM,atm,1,0,0,"ATM DongA Bank-DongA Bank - PGD Ho Guom, Phuong Cua Nam, Quan Hoan Kiem, Ha Noi, Viet Nam","98 Hai Bà Trưng, Phường Cửa Nam, Quận Hoàn Kiếm, Thành phố Hà Nội, Việt Nam",73,1,Phuong Cua Nam,6385,Quan Hoan Kiem,2,Phuong,Quan ,"54 Tràng Tiền, Hoàn Kiếm, Hà Nội, Vietnam",21.02536,105.8539184,Group 2,2,"Population ages are uniformly distributed, low number of households"
Pgbank,Small,26,Trung Yen,Chi nhanh,branch,0,1,0,"Chi nhanh PG Bank-Trung Yen, Phuong Cua Dong, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 12 Đường Thành, P Cửa Đông, Hoàn Kiếm",55,1,Phuong Cua Dong,6170,Quan Hoan Kiem,2,Phuong,Quan,"12 Đường Thành, Cửa Đông, Hoàn Kiếm, Hà Nội, Vietnam",21.0326325,105.8463143,Group 3,3,"Densely populated area, high ratio of population in labor age"
HDBANK,Medium,15,Tay Ha Noi,Chi nhanh,branch,0,1,0,"Chi nhanh HD Bank-Tay Ha Noi, Phuong Cua Dong, Quan Hoan Kiem, Ha Noi, Viet Nam","1 Nguyễn Văn Tố, P.Cửa Đông, Q. Hoàn Kiế",55,1,Phuong Cua Dong,6170,Quan Hoan Kiem,2,Phuong,Quan,"9 Lê Văn Linh, Hàng Mã, Hoàn Kiếm, Hà Nội, Vietnam",21.0372327,105.8459115,Group 3,3,"Densely populated area, high ratio of population in labor age"
Maritime Bank,Big,20,Au Co ATM,Chi nhanh,branch,0,1,0,"Chi nhanh Maritime Bank-Au Co ATM, Phuong Cua Dong, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 30 Đường Thành, Phường Cửa Đông, Quận Hoàn Kiếm, Hà Nội",55,1,Phuong Cua Dong,6170,Quan Hoan Kiem,2,Phuong,Quan,"21 Bát Sứ, Hàng Bồ, Hoàn Kiếm, Hà Nội, Vietnam",21.035061,105.8475969,Group 3,3,"Densely populated area, high ratio of population in labor age"
NCB ,Medium,23, PGD Kham Thien,Chi nhanh,branch,0,1,0,"Chi nhanh NCB (Quốc Dân)- PGD Kham Thien, Phuong Cua Dong, Quan Hoan Kiem, Ha Noi, Viet Nam","41 Bát Đàn, Phường Cửa Đông, Quận Hoàn Kiếm, Thành phố Hà Nội",55,1,Phuong Cua Dong,6170,Quan Hoan Kiem,2,Phuong,Quan,"28C-D, Bà Triệu, Tràng Tiền, Hoàn Kiếm, Hà Nội, Vietnam",21.0244318,105.8510174,Group 3,3,"Densely populated area, high ratio of population in labor age"
Agribank,Big,3,Nhue Giang,Chi nhanh,branch,0,1,0,"Chi nhanh Agribank-Nhue Giang, Phuong Cua Dong, Quan Hoan Kiem, Ha Noi, Viet Nam","Số 36 Bát Đàn, Phường Cửa Đông, Quận Hoàn Kiếm, Thành phố Hà Nội",55,1,Phuong Cua Dong,6170,Quan Hoan Kiem,2,Phuong,Quan,"23 Phố Quang Trung, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.023278,105.8491903,Group 3,3,"Densely populated area, high ratio of population in labor age"
